Date,Close,High,Low,Open,Volume
2015-02-13,1389.091064453125,1391.9850258674153,1380.4091802102544,1386.1971030388347,263997959
2015-02-16,1391.9852294921875,1394.8791913298173,1380.4093821416686,1389.091267654558,296563472
2015-02-17,1389.091064453125,1391.9850258674153,1386.1971030388347,1386.1971030388347,138546843
2015-02-18,1444.0760498046875,1458.5458587278235,1415.1367428362523,1418.0307046208795,546873345
2015-02-20,1473.015380859375,1481.6971100001656,1446.9698825591943,1449.8638440857594,205554500
2015-02-23,1470.1214599609375,1475.9093831740222,1441.1819993344238,1473.01542156748,195699430
2015-02-24,1481.697265625,1504.8488048302559,1470.1215737418327,1470.1215737418327,238958777
2015-02-25,1496.1669921875,1496.1669921875,1481.6971838336394,1493.2730305167279,117731733
2015-02-26,1499.0609130859375,1504.8486808311504,1487.4850667176956,1496.1669514938771,116841818
2015-02-27,1490.37890625,1510.6364802964508,1490.37890625,1510.6364802964508,103315434
2015-03-02,1499.0609130859375,1499.0609130859375,1487.4850667176956,1490.3790283097562,114639580
2015-03-03,1490.37890625,1501.9545962313023,1475.909254913648,1475.909254913648,92189292
2015-03-04,1484.5911865234375,1493.273071775633,1481.6972247727058,1487.4851482741694,117220774
2015-03-05,1487.4849853515625,1490.378946785322,1478.803256489184,1487.4849853515625,90490312
2015-03-06,1513.5306396484375,1513.5306396484375,1484.591177751038,1490.379101218301,96560217
2015-03-09,1496.1669921875,1504.848721760904,1487.4851071751837,1504.848721760904,98470400
2015-03-10,1490.37890625,1516.4244030065497,1484.5909835399011,1487.4849448949506,91844436
2015-03-11,1487.4849853515625,1490.378946785322,1473.0153336216651,1481.6970624840437,150966057
2015-03-12,1493.2730712890625,1504.8487628493015,1484.591186039696,1487.4851477894847,75197298
2015-03-13,1475.909423828125,1507.742691499123,1475.909423828125,1504.8487298128664,135312787
2015-03-16,1493.2730712890625,1504.8487628493015,1464.3336092300904,1464.3336092300904,78571607
2015-03-17,1496.1669921875,1504.848721760904,1493.2730305167279,1493.2730305167279,66427397
2015-03-18,1501.9547119140625,1501.9547119140627,1458.5457545615852,1481.6971363073435,95450848
2015-03-19,1510.636474609375,1516.4243972976842,1499.0607846716514,1510.636474609375,100387733
2015-03-20,1493.2730712890625,1507.7427245990903,1484.591186039696,1484.591186039696,149571783
2015-03-23,1493.2730712890625,1501.9548010995125,1490.3791095392737,1493.2730712890625,118939004
2015-03-24,1504.848876953125,1510.636800891567,1496.1671464843905,1499.0611084536115,116933669
2015-03-25,1522.2122802734375,1533.7881265301107,1501.9547047631659,1504.8486663273343,121217143
2015-03-26,1519.3184814453125,1536.6820954748114,1507.7426351330416,1510.6365967111094,117552430
2015-03-27,1548.307373046875,1554.2282869314304,1527.584333461402,1527.584333461402,136639960
2015-03-30,1542.3861083984375,1563.1091432711528,1536.4651958603945,1539.425652129416,144405544
2015-03-31,1571.9906005859375,1571.9906005859375,1554.228020982158,1563.109231278826,211002894
2015-04-01,1539.426025390625,1592.713933132742,1536.4655684037882,1571.9908932353571,212229965
2015-04-02,1539.426025390625,1563.1095222748468,1536.4655684037882,1560.14906528801,125102960
2015-04-06,1542.3861083984375,1551.2674772055016,1536.4651958603945,1539.425652129416,102198365
2015-04-07,1560.1488037109375,1569.0301731823831,1548.3071367594562,1554.22804974042,126392733
2015-04-08,1551.267578125,1563.1092449610246,1545.3466652017655,1557.18833203779,105140366
2015-04-09,1548.307373046875,1560.149041805515,1542.3864591623196,1551.2678299891527,43622903
2015-04-10,1542.3861083984375,1557.18823073311,1539.425652129416,1542.3861083984375,60428993
2015-04-13,1539.426025390625,1545.3469393642988,1533.5052704274244,1539.426025390625,136079500
2015-04-14,1539.426025390625,1542.3864823774618,1533.5052704274244,1536.4655684037882,94192426
2015-04-15,1548.307373046875,1551.2678299891527,1533.5052473459573,1551.2678299891527,80791995
2015-04-16,1554.2281494140625,1557.1884470839439,1545.346779373049,1554.2281494140625,75442053
2015-04-17,1539.426025390625,1560.14906528801,1536.4655684037882,1554.2283103248092,99767323
2015-04-20,1557.188232421875,1557.188232421875,1524.6235314481921,1527.5839877204241,109599293
2015-04-21,1563.109130859375,1563.109130859375,1551.2674648877519,1560.1486746138607,48140131
2015-04-22,1560.1488037109375,1560.1488037109375,1539.4257672880103,1545.3466802689743,100332182
2015-04-23,1545.3466796875,1554.228049155604,1539.425766708764,1554.228049155604,207800189
2015-04-24,1533.505126953125,1551.267708201811,1530.5446702432675,1548.3072514919536,164811446
2015-04-27,1423.968994140625,1527.584181779491,1421.0085374923067,1527.584181779491,497780047
2015-04-28,1406.206298828125,1429.8896320664796,1385.483262986733,1397.3249296059105,342672968
2015-04-29,1376.6016845703125,1415.0872939972558,1332.1951632283267,1406.206085135109,376079995
2015-04-30,1376.6016845703125,1423.96866186982,1364.7600197506447,1373.641228612791,258526465
2015-05-04,1376.6016845703125,1409.166382082213,1349.9577399630375,1349.9577399630375,232215660
2015-05-05,1385.483154296875,1418.047854202774,1376.6017857713955,1394.364363811925,234983858
2015-05-06,1391.404052734375,1394.3645092182555,1373.6414728415384,1382.5228422931798,178719536
2015-05-07,1376.6016845703125,1388.4433493899805,1370.6807726552697,1382.5225964853555,163944631
2015-05-08,1379.5623779296875,1388.4435883201563,1376.6019214627163,1376.6019214627163,147337094
2015-05-11,1394.3646240234375,1397.3250807510676,1385.4834128510065,1385.4834128510065,94399780
2015-05-12,1423.968994140625,1441.7315750200798,1388.4436733712603,1391.4041300195786,186576422
2015-05-13,1441.7315673828125,1441.7315673828125,1421.0085299648151,1435.8106541175407,81381055
2015-05-15,1397.3248291015625,1453.5730197652065,1391.4039167126218,1450.6127225811667,146280526
2015-05-18,1421.008544921875,1421.008544921875,1385.4833829772263,1385.4833829772263,53435622
2015-05-19,1453.5731201171875,1453.5731201171875,1415.0875049529595,1429.8896279367916,139255805
2015-05-20,1477.2568359375,1486.1382064786026,1453.5733401716916,1468.3756244068627,130016195
2015-05-21,1509.821533203125,1509.821533203125,1462.4545469747682,1486.1380400889466,217056849
2015-05-22,1492.0589599609375,1509.8215401253979,1471.3359232673258,1509.8215401253979,134274919
2015-05-25,1462.45458984375,1483.177627049805,1456.5336766390335,1477.2567138450886,120460330
2015-05-26,1465.4151611328125,1480.217286292599,1444.6921223049255,1444.6921223049255,81987166
2015-05-27,1415.0877685546875,1459.4943047886486,1415.0877685546875,1423.969139405668,160967980
2015-05-28,1400.2855224609375,1429.8897713988201,1400.2855224609375,1421.0085603216385,160285968
2015-05-29,1394.3646240234375,1406.2064509339575,1385.4834128510065,1385.4834128510065,347453101
2015-06-01,1388.4437255859375,1394.3646391052396,1376.6020575577938,1388.4437255859375,180903074
2015-06-03,1332.1954345703125,1388.4436321886171,1332.1954345703125,1379.5624215175428,310101956
2015-06-04,1317.3934326171875,1341.0769282811677,1311.4725189485762,1335.1560146125564,208206646
2015-06-05,1338.1162109375,1338.1162109375,1302.5909743577129,1302.5909743577129,109962849
2015-06-08,1302.5911865234375,1346.9976400995624,1287.7889823279093,1346.9976400995624,183136663
2015-06-09,1240.4219970703125,1287.7889045248705,1219.6989601517137,1287.7889045248705,399282146
2015-06-10,1231.540771484375,1264.1055568509003,1216.73856740678,1240.4220621288403,209898475
2015-06-11,1198.9759521484375,1243.3824836178662,1193.0550388830593,1240.4220269851771,232668318
2015-06-12,1228.5802001953125,1234.5010335710595,1190.094584489902,1196.0154178656492,166243671
2015-06-15,1201.9365234375,1225.619940242565,1201.9365234375,1225.619940242565,139372957
2015-06-16,1249.3033447265625,1255.2241786163268,1198.9759783952643,1213.7781028722898,181513585
2015-06-17,1302.5911865234375,1305.551643263589,1255.224196701931,1261.1451101822342,191224552
2015-06-18,1275.9471435546875,1299.630555789489,1261.1449413408695,1290.749266263286,132440637
2015-06-19,1308.5120849609375,1308.5120849609375,1281.868211502681,1281.868211502681,142452460
2015-06-22,1296.6705322265625,1326.2748652146288,1281.868325979909,1320.353950913871,104511705
2015-06-23,1278.907470703125,1302.590961522957,1270.026181521992,1296.6701285706072,154971226
2015-06-24,1219.69921875,1284.828799875738,1216.7387615610369,1272.9870506251273,322983178
2015-06-25,1207.8570556640625,1219.698800857461,1193.0548542960107,1213.7778885081543,381805594
2015-06-26,1240.4219970703125,1240.4219970703125,1201.9363797944075,1201.9363797944075,216146583
2015-06-29,1228.5802001953125,1234.5010335710595,1207.857164122365,1219.698910379081,105070514
2015-06-30,1225.619873046875,1237.4616205527905,1216.738582293746,1222.6594957993188,216465588
2015-07-01,1249.3033447265625,1255.2241786163268,1225.6198501570473,1225.6198501570473,149727986
2015-07-02,1287.788818359375,1287.788818359375,1249.303203658529,1261.1449496061477,179726054
2015-07-03,1281.8681640625,1290.7494548865677,1261.1451256379316,1290.7494548865677,124158044
2015-07-06,1231.540771484375,1270.0263907788008,1225.6198580512453,1255.2241867012058,115791299
2015-07-07,1240.4219970703125,1249.3032872489655,1231.5407068916595,1231.5407068916595,114379425
2015-07-08,1210.8177490234375,1249.3033688119442,1207.857292268866,1225.6198737858338,138749796
2015-07-09,1219.69921875,1225.6200536226845,1198.9761774377419,1198.9761774377419,104666807
2015-07-10,1240.4219970703125,1252.2637438102583,1225.619793769074,1231.5407068916595,104557905
2015-07-13,1240.4219970703125,1246.3428306876729,1219.6989601517137,1219.6989601517137,68977791
2015-07-14,1243.3824462890625,1246.3428233276481,1228.5802430752353,1231.5406996190457,136384205
2015-07-15,1198.9759521484375,1240.4220269851771,1198.9759521484375,1240.4220269851771,194819965
2015-07-22,1225.619873046875,1228.5803297996615,1204.8968347878306,1222.6594957993188,264081011
2015-07-23,1213.778076171875,1231.5407364608866,1213.778076171875,1225.6198231961405,129274782
2015-07-24,1196.015380859375,1219.6988726400089,1187.1340913179422,1207.8571267496918,249506859
2015-07-27,1157.5299072265625,1196.015526425224,1157.5299072265625,1196.015526425224,186627573
2015-07-28,1113.123291015625,1160.4901972794692,1113.123291015625,1148.6485303424254,198727232
2015-07-29,1124.9649658203125,1136.806711508499,1119.0440532236103,1127.9253426134455,198551779
2015-07-30,1107.2022705078125,1148.6484187830113,1101.2814376143358,1139.7670501849732,189127366
2015-07-31,1184.1737060546875,1187.134162581287,1110.1628494262695,1110.1628494262695,245988448
2015-08-03,1237.4615478515625,1237.4615478515625,1184.173726958233,1198.975930347301,275629010
2015-08-04,1231.540771484375,1240.4220621288403,1207.8572767623148,1228.58031476781,185481353
2015-08-05,1278.907470703125,1278.907470703125,1219.6988231587607,1219.6988231587607,134355770
2015-08-06,1275.9471435546875,1287.7888099194786,1267.0657745232652,1278.9075203932757,195384824
2015-08-07,1249.3033447265625,1267.0659259010843,1246.3428880290658,1264.1055487088165,58920317
2015-08-10,1252.2637939453125,1252.2637939453125,1219.6990089830192,1225.6198428374232,61042804
2015-08-11,1201.9365234375,1275.94738977826,1201.9365234375,1272.986932863164,89054788
2015-08-12,1148.648681640625,1187.1343030183405,1142.7277678869866,1166.411263891073,255966171
2015-08-13,1187.1341552734375,1216.7384818415194,1148.6485386854536,1148.6485386854536,227895886
2015-08-14,1210.8177490234375,1210.8177490234375,1190.0947107518987,1198.9760015103825,77277434
2015-08-18,1160.4903564453125,1207.85734871095,1160.4903564453125,1201.9365144303622,128873275
2015-08-19,1172.3319091796875,1193.054944966757,1160.4901630863305,1178.2528219789765,85629879
2015-08-20,1151.6090087890625,1172.3320470125716,1145.688174798873,1160.4902995269622,139306956
2015-08-21,1124.9649658203125,1130.8857989117967,1116.0836764304772,1124.9649658203125,177506215
2015-08-24,1083.5189208984375,1104.24195645908,1068.7167185671701,1089.4397541278126,248510242
2015-08-25,1124.9649658203125,1154.5692902881694,1095.3606413524553,1095.3606413524553,258717318
2015-08-26,1154.5694580078125,1157.5299147362173,1101.2816344226758,1154.5694580078125,239235982
2015-08-27,1243.3824462890625,1243.3824462890625,1187.134169482789,1190.0946260265994,247086817
2015-08-28,1231.540771484375,1278.907681423266,1231.540771484375,1261.1451001343355,234548251
2015-08-31,1258.1845703125,1264.1054834016022,1219.6989532542339,1219.6989532542339,204396730
2015-09-01,1196.015380859375,1249.3031976131913,1196.015380859375,1231.5406185303257,128265515
2015-09-02,1207.8570556640625,1216.7383446828076,1169.3714434144288,1184.1735652772657,120962489
2015-09-03,1201.9365234375,1219.6991059176073,1196.0156096073079,1216.7386490025112,94235877
2015-09-04,1193.054931640625,1207.8571339682894,1178.2528088181805,1184.1736420461143,106662242
2015-09-07,1157.5299072265625,1193.0550697160256,1157.5299072265625,1190.0946925120566,88421727
2015-09-08,1175.29248046875,1184.1737710306434,1148.6486087830701,1154.5694426559228,87639063
2015-09-09,1175.29248046875,1196.0155182815772,1169.3716465958973,1190.0946844087246,186908078
2015-09-10,1142.7275390625,1160.4901177560957,1139.7670827784948,1157.5297409773082,136625659
2015-09-11,1136.8070068359375,1157.5300472975312,1136.8070068359375,1154.5695902300924,69257196
2015-09-14,1139.7672119140625,1151.608958886535,1127.92546494159,1151.608958886535,81844163
2015-09-15,1139.7672119140625,1139.7672119140625,1127.92546494159,1133.8463781804396,83015683
2015-09-16,1136.8070068359375,1151.6091331626537,1133.8465497684986,1142.7278414655761,55606510
2015-09-17,1187.1341552734375,1190.0946117818128,1136.8067921571762,1151.6089156886053,114613729
2015-09-18,1157.5299072265625,1193.0550697160256,1157.5299072265625,1190.0946925120566,126506585
2015-09-21,1127.925537109375,1142.727741648358,1124.9651598057637,1136.806907535904,132395536
2015-09-22,1107.2022705078125,1136.8066734908423,1098.3209814149898,1127.9253048928042,175062523
2015-09-23,1042.0728759765625,1089.4397815181035,1039.1124195348345,1089.4397815181035,379040696
2015-09-25,1012.4685668945312,1030.2312277295923,985.8246948997838,1030.2312277295923,456977593
2015-09-28,982.8641357421875,1009.5080844653289,982.8641357421875,1006.5476280504863,230983639
2015-09-29,988.7850952148438,991.7454722641121,944.378564918344,953.2598550765989,333299706
2015-09-30,1024.310302734375,1030.2312161143839,991.7455176600116,1000.6268877300249,412974083
2015-10-01,1033.191650390625,1042.0730209513997,1018.389525133133,1033.191650390625,169041569
2015-10-02,1027.2708740234375,1033.1917085587272,1012.4686684273569,1024.3104170031738,124785605
2015-10-05,1080.558349609375,1083.5188056618158,1030.2309942439363,1030.2309942439363,182334199
2015-10-06,1119.044189453125,1139.7672270539153,1098.3211518523349,1098.3211518523349,327137950
2015-10-07,1166.4111328125,1166.4111328125,1119.044146127319,1139.7671829257795,258875171
2015-10-08,1181.213134765625,1187.134047243569,1166.4110125811974,1184.173591004597,219113334
2015-10-09,1249.3033447265625,1252.263801424059,1193.0550650002713,1196.0155216977678,275471158
2015-10-12,1278.907470703125,1284.828383160691,1255.2239798832927,1258.184436112076,189487072
2015-10-13,1187.1341552734375,1267.0658449577809,1187.1341552734375,1267.0658449577809,224369225
2015-10-15,1198.9759521484375,1249.3033173780175,1196.0154955157484,1225.6198233269586,147112140
2015-10-16,1219.69921875,1234.501345684332,1204.8970123104261,1207.8574694993893,95461298
2015-10-19,1234.5010986328125,1240.4220118258304,1225.6198083485115,1234.5010986328125,84685512
2015-10-20,1258.1845703125,1264.1054834016022,1222.659409798785,1228.5802433826627,107579108
2015-10-21,1249.3033447265625,1278.907673185842,1249.3033447265625,1267.0659259010843,101230348
2015-10-22,1267.065673828125,1267.065673828125,1249.303096187331,1267.065673828125,77972646
2015-10-23,1326.274658203125,1326.274658203125,1284.8285825878925,1290.7494164592563,151021608
2015-10-26,1373.6414794921875,1385.483305485043,1364.7602690079927,1367.7205664957598,239808542
2015-10-27,1373.6414794921875,1373.6414794921875,1344.0372325309424,1361.7998125097788,130301100
2015-10-28,1314.4329833984375,1361.7999750008325,1296.6704013001558,1355.8790612979167,152041876
2015-10-29,1272.9866943359375,1308.5118526395881,1258.18449203927,1302.5910194240528,212824525
2015-10-30,1246.3427734375,1278.9075556001967,1237.461483666805,1243.3823965174158,193973500
2015-11-02,1216.738525390625,1243.3824759091867,1207.8572350528466,1225.6198157284034,164033733
2015-11-03,1267.065673828125,1287.7887075774554,1237.4613512583974,1249.303096187331,230369279
2015-11-04,1308.5120849609375,1314.4329987329281,1299.6307938081852,1302.5912506941806,164273537
2015-11-05,1270.0262451171875,1299.6305703717744,1267.0657887401628,1290.7492807459203,112339440
2015-11-06,1267.065673828125,1299.630452506389,1264.1052972248012,1293.7096197945286,62716483
2015-11-09,1252.2637939453125,1272.9868316935692,1249.3033372654963,1267.065918333937,60820600
2015-11-10,1237.4615478515625,1261.1450414719811,1225.619801041353,1231.5407141990704,112798148
2015-11-11,1240.4219970703125,1249.3032872489655,1216.738503590421,1231.5407068916595,91353277
2015-11-12,1246.3427734375,1261.1449760588064,1237.461483666805,1237.461483666805,106905896
2015-11-13,1246.3427734375,1264.1054324841118,1237.461483666805,1240.4219400921104,91799335
2015-11-16,1246.3427734375,1249.3032298628057,1210.8176143547194,1219.6989041254146,112637545
2015-11-17,1290.7493896484375,1293.7098462752406,1261.145061896088,1261.145061896088,109649893
2015-11-18,1296.6705322265625,1311.4726589679751,1275.9474911843922,1311.4726589679751,141030685
2015-11-19,1299.630615234375,1305.5515281928115,1281.8680353695115,1296.6702382603796,118788301
2015-11-20,1302.5911865234375,1302.5911865234375,1243.3825287517843,1243.3825287517843,82598226
2015-11-23,1302.5911865234375,1320.3537679538874,1296.670352548364,1299.630729783286,57231788
2015-11-24,1308.5120849609375,1311.4725418469327,1287.789045769438,1287.789045769438,44904425
2015-11-25,1358.839599609375,1358.839599609375,1314.4330621963454,1323.3143537779038,115113688
2015-11-26,1358.839599609375,1373.6417257435598,1344.0374734751904,1361.800056638307,129617438
2015-11-27,1338.1162109375,1358.8392457327384,1332.1952984215939,1349.9578769588788,106859145
2015-11-30,1275.9471435546875,1344.0371624309425,1275.9471435546875,1311.4723016594994,385544559
2015-12-01,1332.1954345703125,1338.1163476913289,1305.5515640414144,1305.5515640414144,204488582
2015-12-02,1335.1558837890625,1341.0767968775208,1326.2745936615995,1335.1558837890625,111897232
2015-12-03,1335.1558837890625,1338.1163403332916,1323.3141371173704,1323.3141371173704,77578839
2015-12-04,1338.1162109375,1338.1162109375,1317.3931761422618,1320.353552894998,113487310
2015-12-07,1308.5120849609375,1346.9977064579414,1305.5517075801758,1326.2747467716756,88164322
2015-12-08,1290.7493896484375,1302.5911366504229,1284.8285559000583,1290.7493896484375,129087229
2015-12-09,1290.7493896484375,1290.7493896484375,1290.7493896484375,1290.7493896484375,0
2015-12-10,1287.788818359375,1296.6701874490038,1275.947151916976,1278.907528774966,114144021
2015-12-11,1281.8681640625,1293.7099116630006,1278.907707286067,1287.7889981101348,114291424
2015-12-14,1264.1053466796875,1270.0261796231853,1234.5009434465505,1258.1844342309737,160776577
2015-12-15,1272.9866943359375,1272.9866943359375,1252.2636588237349,1261.1449483996475,99525869
2015-12-16,1344.0372314453125,1344.0372314453125,1284.8284990549776,1287.788876045577,163196068
2015-12-17,1367.7208251953125,1373.64173931166,1361.8000700894418,1367.7208251953125,161731393
2015-12-18,1287.788818359375,1341.0767148762693,1287.788818359375,1329.2348894234308,144885702
2015-12-21,1314.4329833984375,1317.3934402498953,1287.789030745782,1287.789030745782,60442193
2015-12-22,1308.5120849609375,1314.4329987329281,1293.7099595414286,1308.5120849609375,80111633
2015-12-23,1314.4329833984375,1317.3934402498953,1299.6307786463808,1308.5120696955216,35937620
2015-12-28,1349.9581298828125,1355.8790435080427,1299.6307615945148,1302.5912184071299,110588210
2015-12-29,1349.9581298828125,1352.9185866954276,1341.0769184554308,1344.037375268046,64666266
2015-12-30,1352.91845703125,1364.7602831467857,1352.91845703125,1355.878913560134,145578164
2016-01-04,1358.839599609375,1373.6417257435598,1326.2748108068358,1349.958228522579,110418807
2016-01-05,1370.6810302734375,1400.2854364023533,1370.6810302734375,1370.6810302734375,118849352
2016-01-06,1364.76025390625,1394.3645005399096,1349.9579715789753,1349.9579715789753,115640047
2016-01-07,1332.1954345703125,1364.7602977254521,1332.1954345703125,1344.0372608123453,78404404
2016-01-08,1373.6414794921875,1385.483305485043,1332.1954065380871,1332.1954065380871,117153123
2016-01-11,1346.9976806640625,1364.760421639893,1335.156012357307,1349.9581374933675,124503450
2016-01-12,1373.6414794921875,1388.44360297281,1352.9184430151374,1358.839356011565,128978327
2016-01-13,1373.6414794921875,1385.483305485043,1370.6810229939738,1382.522848986829,75355151
2016-01-14,1388.4437255859375,1394.3646391052396,1344.0373512225538,1344.0373512225538,175249526
2016-01-15,1355.87890625,1379.5623993429347,1355.87890625,1361.7998192758455,112145287
2016-01-18,1349.9581298828125,1364.7604139458879,1344.037375268046,1355.8790435080427,68989341
2016-01-19,1361.7998046875,1361.7998046875,1341.0767683294846,1341.0767683294846,67445464
2016-01-20,1302.5911865234375,1358.8394670601688,1302.5911865234375,1349.958096839714,101954711
2016-01-21,1281.8681640625,1335.1559885121374,1272.9868732384323,1326.2746976880696,169901784
2016-01-22,1335.1558837890625,1335.1558837890625,1293.7098101907523,1314.4328469899074,142360058
2016-01-25,1352.91845703125,1352.91845703125,1335.1558768683951,1349.958000502366,101288099
2016-01-26,1338.1162109375,1349.9578769588788,1326.2744654109044,1349.9578769588788,72482451
2016-01-27,1346.9976806640625,1355.8790511519778,1338.116469186612,1349.9581374933675,89068538
2016-01-28,1332.1954345703125,1344.0372608123453,1329.2349780098045,1335.1558911308207,97870340
2016-01-29,1329.23486328125,1344.0371448061803,1305.551451357016,1332.195319586236,256297276
2016-02-01,1329.23486328125,1344.0371448061803,1317.3931970717422,1344.0371448061803,91888437
2016-02-02,1305.5516357421875,1326.2746737934017,1305.5516357421875,1314.4329264062467,66356996
2016-02-03,1293.7099609375,1305.551708989026,1287.78904715912,1302.591252099836,169675730
2016-02-04,1349.9581298828125,1349.9581298828125,1308.5120525271284,1308.5120525271284,165717312
2016-02-05,1456.5335693359375,1456.5335693359375,1373.641426618396,1376.601883002657,512537352
2016-02-09,1418.048095703125,1432.850220089367,1397.3250579582036,1432.850220089367,135980498
2016-02-10,1394.3646240234375,1421.0085755616485,1391.4041672958074,1400.2855374786975,101815558
2016-02-11,1406.206298828125,1418.0479654473022,1388.443560383696,1388.443560383696,173954254
2016-02-12,1397.3248291015625,1421.0083196468943,1388.4434605181516,1403.245741490503,158189332
2016-02-15,1406.206298828125,1415.0875090398974,1397.3249296059105,1409.166596225088,107813962
2016-02-16,1412.1270751953125,1418.0479881047258,1406.2063212963435,1406.2063212963435,83554143
2016-02-17,1415.0877685546875,1415.0877685546875,1403.2460997638511,1412.1273116043606,84647562
2016-02-18,1421.008544921875,1426.9294582494683,1406.2064206133473,1421.008544921875,135121933
2016-02-19,1355.87890625,1376.601942830012,1332.195413157065,1344.0372392087563,366381128
2016-02-22,1299.630615234375,1355.8788908134063,1296.6702382603796,1355.8788908134063,284593615
2016-02-23,1255.22412109375,1305.5515646239442,1246.3428309134877,1302.5911080621152,300350287
2016-02-24,1264.1053466796875,1275.947092071899,1246.3426888387621,1255.2239780066168,284699217
2016-02-25,1237.4615478515625,1270.0263317033318,1234.5010912727037,1267.065875124473,195037218
2016-02-26,1284.8287353515625,1284.8287353515625,1243.3826548084705,1246.3430323435214,217515007
2016-02-29,1311.472412109375,1311.472412109375,1281.8680846937348,1284.8285412868665,204357679
2016-03-01,1267.065673828125,1314.4326535438593,1261.1448411162646,1302.5909086149256,162947464
2016-03-02,1299.630615234375,1311.4723616460249,1290.7493253019434,1290.7493253019434,177538116
2016-03-03,1320.353515625,1326.2744279737751,1293.7096485711563,1320.353515625,145946120
2016-03-04,1346.9976806640625,1346.9976806640625,1311.4725167333313,1323.314264545319,105861428
2016-03-07,1349.9581298828125,1361.7999571332728,1346.9976730701974,1361.7999571332728,110993017
2016-03-08,1341.0767822265625,1361.7998187993232,1320.3536661485782,1355.8789057755494,151970924
2016-03-10,1302.5911865234375,1332.195515409264,1293.7098958082124,1332.195515409264,262774188
2016-03-11,1302.5911865234375,1302.5911865234375,1302.5911865234375,1302.5911865234375,0
2016-03-14,1302.5911865234375,1302.5911865234375,1302.5911865234375,1302.5911865234375,0
2016-03-15,1311.472412109375,1323.3141589766765,1305.5515784283375,1317.3933252956388,119004455
2016-03-16,1308.5120849609375,1311.4725418469327,1293.7099595414286,1302.5912506941806,132047380
2016-03-17,1302.5911865234375,1323.314224694039,1302.5911865234375,1314.432933978814,162228602
2016-03-18,1317.3934326171875,1326.2747236148718,1308.5120621142705,1314.4329757828818,259153476
2016-03-21,1320.353515625,1332.1952608173356,1311.472226607052,1314.4326827814398,130951761
2016-03-22,1323.3140869140625,1326.2745433459793,1314.432797123534,1323.3140869140625,151479216
2016-03-23,1335.1558837890625,1335.1558837890625,1320.353680573141,1323.3141371173704,140720480
2016-03-24,1335.1558837890625,1341.0767968775208,1332.1954272448331,1341.0767968775208,112620495
2016-03-28,1314.4329833984375,1338.116479199635,1308.5120696955216,1338.116479199635,54560392
2016-03-29,1299.630615234375,1317.3932746044613,1293.7097817811614,1314.432818125243,104528755
2016-03-30,1320.353515625,1326.2744279737751,1299.6304814147168,1299.6304814147168,162989815
